"type","date","summary","link","critical","non_critical","hall"
"Standard Inspection","25-Oct-2016","1 critical & 2 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=6D2D2C8A2D1FE41A85258057005E7C1F","
 3717-1-03.2(C) / Packaged and unpackaged food - preventing contamination by separation, packaging, and segregationCritical  Corrected During Inspection Observed food that was not properly protected from contamination by separation, packaging, and segregation.
-Observed packaged raw meat stored above packaged cheese in the walk-in cooler. To prevent contamination, food shall be protected from cross contamination by separating raw animal foods during storage, preparation, holding, and display from cooked ready-to-eat food as described in this rule.
-Food was rearranged during inspection.
","
3717-1-03.1(L) / Package integrity - specifications for receiving    Observed food in packaging that does not appear to protect it from contamination.
-Observed four damaged cans in the dry storage area with other canned goods. To prevent adulteration, food packages shall be in good condition and protect the integrity of the contents so that the food is not exposed to adulteration or potential contaminants.
-Inspect packages when deliveries are received, and separate damaged product from intact product.
 3717-1-04.4(A)(1) / Equipment - good repair and proper adjustment.    Equipment and/or components are not maintained in good working order.
-Observed a large amount of ice buildup inside the walk-in freezer where the ceiling and wall are joined. Equipment shall be maintained in a state of repair and condition that meets the requirements specified under rules 3717-1-04 and 3717-1-04.1 of this code.
-Repair to eliminate ice buildup. 
-Discard food product that has come into contact with any ice from the walls or condenser.
","Lord Saunders"
"Critical Control Point Inspection","25-Oct-2016","7 observations","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=040C6E728DE7E40D85258057005F20C1","","","Lord Saunders"
"Standard Inspection","28-Apr-2016","1 critical & 1 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=E11ECB6BFB243D6585257FA300630E0D","
 3717-1-03.4(H)(1) / Ready-to-eat, time/temperature controlled for safety food - disposition.Critical  Corrected During Inspection Ready-to-eat, TCS food that had been date marked was not properly discarded when required.
-Observed coconut curry, pork stock, and a shrimp dish past the allowed 7 days. To prevent illness, refrigerated, ready-to-eat TCS food that has been date marked in the facility shall be discarded if it: (a) exceeds the temperature or time specified in (G)(1) and (G)(2) of this rule, except the time the food is frozen; (b) is in a container or package that does not bear a date or day; or (c) is marked with a date or day that exceeds the time and temperature combination specified in (G)(1) and (G)(2) of this rule.
-Corrected; food was voluntarily discarded.
","
3717-1-03.2(L) / Linens and napkins - use limitation.  Corrected During Inspection Linens are being inappropriately used in contact with food.
-Observed a cloth towel in contact with cut eggplant in the walk-in cooler. Linens such as cloth napkins may not be used in contact with food unless they are used in the dough raising process or to line a container for the service of foods, and are replaced after each time the container is refilled for a new consumer.
-Discontinue using cloth in contact with food.
-Corrected during inspection.
","Lord Saunders"
"Critical Control Point Inspection","28-Apr-2016","6 observations","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=1947C2C659D3B6AF85257FA300638E28","","","Lord Saunders"
"Critical Control Point Inspection","24-Nov-2015","7 observations","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=69F7F7951FCD398085257F070070C4D6","","","Lord Saunders"
"Standard Inspection","24-Nov-2015","3 critical & 1 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=A08F6FDDCEC7A85585257F07006F914F","
3717-1-03.4(G) / Ready-to-eat, time/temperature controlled for safety food - date marking.Critical    Refrigerated, ready-to-eat, TCS foods held refrigerated for more than 24 hours were not properly date marked.
-Observed several undated, unlabeled, or mis-labeled food items in the walk-in cooler. To prevent foodborne illness, refrigerated, ready-to-eat, TCS food held at a temperature of 41°F or less for more than 24 hours shall be clearly marked at the time of preparation or the time the original container is opened to indicate the date or day, that is a maximum of seven days, by which the food shall be consumed, sold, or discarded. The day the food is prepared or opened is day one.
 3717-1-04.4(L) / Mechanical warewashing equipment - hot water sanitization temperatureCritical    The rinse temperature in a mechanical warewashing operation is not adequate to sanitize dishes and utensils.
-The irreversible temperature indicator strip did not change color indicating a plate-level temperature of 160F. Final rinse gauge read between 175F and 205F. Dish racks appeared to be pushed through prior to final rinse cycle activating. To prevent pathogen growth: in a mechanical operation, the temperature of the fresh hot water sanitizing rinse as it enters the manifold may not be more than 194˚F, or less than 180˚F.
-During inspection, maintenance workers arrived to assess machine.
 3717-1-04.5(A)(1) / Cleanliness of equipment food-contact surfaces and utensils.Critical  Corrected During Inspection Equipment food-contact surfaces or utensils are dirty.
-Observed chill wands stored directly on a wire shelf in the walk-in freezer. Two of the chill wands were covered in ice that was from the leaking wall or condenser. One chill wand was soiled on the bottom. To prevent contamination, equipment food-contact surfaces and utensils shall be clean to sight and touch.
-During inspection, chill wands were placed in the 3-comparment sink to be cleaned. 
-Store chill wands on a clean surface that will prevent possible contamination of the chill wands and food.
","
 3717-1-04.4(A)(1) / Equipment - good repair and proper adjustment.    Equipment and/or components are not maintained in good working order.
-Observed excessive ice buildup in the walk-in freezer behind the fans, originating near the wall/ceiling joint. Equipment shall be maintained in a state of repair and condition that meets the requirements specified under rules 3717-1-04 and 3717-1-04.1 of this code.
-Repair any leaks from the walls, ceiling, or other components to prevent possible contamination of food items.
","Lord Saunders"
"Standard Inspection","15-Sep-2015","0 critical & 1 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=3ED1A47CA29AD08B85257EC1005EE608","

","
3717-1-04.4(A)(1) / Equipment - good repair and proper adjustment.    Equipment and/or components are not maintained in good working order.
-Blast chiller air temperature was at 39F while cooling food. Observed pork from previous night at 42-43F with the integrated probe thermometer. Equipment shall be maintained in a state of repair and condition that meets the requirements specified under rules 3717-1-04 and 3717-1-04.1 of this code.
-Recommend repairing or replacing blast chiller so that food is cooled rapidly. Calibrate thermometers as necessary. Food must be cooled from 135F to 70F within 2 hours, and then to 41F or below in a total of 6 hours.
","Lord Saunders"
"Critical Control Point Inspection","15-Sep-2015","7 observations","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=9747419BA855972785257EC1005F63AE","","","Lord Saunders"
"Critical Control Point Inspection","29-Oct-2014","0 observations","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=4FBA17B95AC6549585257D820050AFB5","","","Lord Saunders"
"Standard Inspection","29-Oct-2014","0 critical & 1 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=F5FF71E5D0D0878D85257D82004FC60D","

","
3717-1-04.4(A)(1) / Equipment - good repair and proper adjustment.  Corrected During Inspection Equipment and/or components are not maintained in good working order. The food contact zone of 2 saute pans and 2 roaster pans were found to be heavily pitted and uncleanable. One sieve was damaged and no longer safe to use (loose wire).  Sort food contact equipment and discard/replace those that are no longer easily cleanable or damaged.  Above items were segregated for disposal.Equipment shall be maintained in a state of repair and condition that meets the requirements specified under rules 3717-1-04 and 3717-1-04.1 of this code.
","Lord Saunders"
"Critical Control Point Inspection","3-Apr-2014","0 observations","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=C95B9EC251E6D7F485257CAF0063B449","","","Lord Saunders"
"Standard Inspection","3-Apr-2014","1 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=893C838B9605FD1F85257CAF006317ED","
3717-1-04.5(A)(1) / Cleanliness of equipment food-contact surfaces and utensils.Critical    Equipment food-contact surfaces or utensils are dirty. Soiled plate found stored as clean.To prevent contamination, equipment food-contact surfaces and utensils shall be clean to sight and touch. Plate was taken to the dishwashing area.
","

","Lord Saunders"
